0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2025-10-28|Aiza|Run|141,2025-10-28,2025-10-28,Run,5.04,00:05:21,141,0,0,,,Aiza,00:26:58,Run,,00:03:32,163,76.6
2025-10-28|Fraulein|Run|158,2025-10-28,2025-10-28,Run,5.02,00:09:43,158,162,0,,,Fraulein,00:48:54,Run,{nnGeqwxRAX@j@Fh@Bx@]Pu@V_@RMB_@Pg@P[NMB_@Pg@NGDCJ@Db@R~Ab@f@Jb@PxCz@vBf@|@\ZPdAPPCJa@?MToAIQ?IPGFMVkA?OLq@PsANs@@[P_ADg@AQECKAKB{@VUDMFYBeAZOJc@Fc@P}Bf@MFCH\dAN\`@l@`@\fAj@j@Tx@Th@LL@HKH]Dg@Lg@LcAHWZcCNs@B[GUY@mA^cANe@RWBa@Le@TaAN{@TIHFXVz@TZr@v@d@\ZNnAZx@\^HTq@?KEKa@KIG@CRBNFL?HKLyALc@@QRy@HeAJg@@SEIEEg@HA@_@LkAXiBf@]F[Lc@Hg@Pc@HIFAF`@rAb@d@RZt@l@XLbCr@^JL@@CPs@F_AR{@Dk@Ja@X}BFY?WKK{Bl@aARo@T}Ct@IF]FNx@Xp@j@r@XVh@Zl@Vt@NrAd@D?Nk@TgBJa@?SHo@Le@PwALi@GYGAYFi@PoCn@EBs@RgATg@Pa@FOFEJ@VPj@d@z@VVr@l@j@ZdBb@?FIBiBe@o@[s@m@g@q@Wi@[_BCW,00:07:22,173,50
2025-10-28|Scott|WeightTraining|105,2025-10-28,2025-10-28,WeightTraining,0,00:00:00,105,0,6,,2 weeks na walang buhat. sana hindi masyado masakit sa mga darating na araw,Scott,01:02:33,WeightTraining,,,138,0
2025-10-28|Scott|Yoga|80,2025-10-28,2025-10-28,Yoga,0,00:00:00,80,0,1,,naputol na sesh. may bumili ng food processor,Scott,00:47:02,Yoga,,,116,0
2025-10-29|Aiza|Walk|76,2025-10-29,2025-10-29,Walk,0.92,00:15:46,76,0,0,,,Aiza,00:14:33,Walk,icnGkcwxRkAOu@Ok@QYS{AwAa@}@Qk@,,101,5.3
2025-10-29|Chona|Run|165,2025-10-29,2025-10-29,Run,8.03,00:07:01,165,168,0,,,Chona,00:56:20,Run,c}xFcxzxRq@k@EQe@Ua@[e@c@u@_@QCO@]E[BGJARCDKLKFSZA?ACPWFe@BGPQBAHBALMJK?Xc@?KMECIAO`@}@Pi@T]NOl@y@d@cAFQCS@MR_@VYTs@@SGOUQ]Kg@]gAc@qAu@c@S[UyAk@]EWI_@YOQ[WUMa@_@gAi@MMuAw@YIw@]_@Gi@Wi@Gm@MWMKAM@IEQCM?_@EeA{@MSWg@YSBoAJUHc@?@@CBDDADCDOBc@VaBAGFQD[DIZODi@Nu@FiARgAP_@t@_AN]?WEGI]As@@SXy@f@m@b@q@j@i@J_@?c@Hm@BGTa@NKh@[LMLYNk@@_@Ha@FQ^i@`@}@z@yAdB}BbA{ARQZc@`@u@NOVOn@GVKVETKJ?LDPEx@m@DYZc@?KGMJGWa@AGYQe@m@Q]sByCc@u@_AoAu@oAQMG?MBIHy@f@oAd@KLg@~@[`@y@r@Yb@i@j@oCbC}EnDgCvATQh@UXY`@SbFwDb@a@XQj@g@l@m@f@a@f@s@x@q@d@cA`@g@VMj@QXUNERMZIJ@ZZpAnBZ\|A~BZl@r@~@d@x@Rl@HFLT[XFCGd@IPONc@VUD[Ai@JmAZOHW\IRQVoAvA[j@gAvAw@lAk@rAk@dAMNSn@A`@G\Sd@]d@WTUVKf@CP?V@LM\EJe@^Y\Wh@Ul@OhA@f@C~@M\u@z@Yp@UpAIv@I^C\G\Ud@Md@Id@?XQv@OnASf@MdA?LDLJBNPN^NZ^ZBFAHBHXVX@n@IZDv@Z|@TJHtAh@^Tt@VfAp@v@n@h@\d@f@v@p@HBFDV?LBNL\NnAz@v@^x@h@b@NvAx@RZFDBLGXm@nAGz@,00:03:05,187,7
2025-10-29|Scott|Run|135,2025-10-29,2025-10-29,Easy Run,8.5,00:06:45,135,167,4,Peak Cushy,Jacket run. Mejo nasasanay na ako - sana - nasa 6:30-7:00 pace ako ng 141 hr eh. Definitely mas mahirap sya kaysa sa normal ko na easy run. Sana mag bunga itong experiment na ito.,Scott,00:57:29,Run,{vuGkrmxRF?FEFYAu@Ee@EKGEk@QQSk@GOKOBk@Kg@CQGs@IYAIBACHWACu@E[IM@OIk@Ge@MGKS?k@IKCGGm@D[Cq@]KKEAQ@MEU?UEiAIk@@OLCP@t@Dt@HRAP^zALr@@ZDZ?b@FZ?LPb@J^PXLDN@zA_@BDB?r@QFFJBLCb@UJ?FBLP@PHLATBHFHHTRTTh@JLTl@?NDL`AtB`AlCh@fA?@EEE?cBd@[T_@Pu@DQNCH?DJNz@fCLVZdAJTDh@E`@DpAC\BPEpDDtEC|@E^BPAx@Gh@?^BJ?p@DFD@xAJv@Kr@?HAh@?NBPFJHDL?PG|@@RGhAHRAp@D@@HC`@BTEVDBB`@Ij@K^B`@C`@@PAXB@?FBF?ZBj@AFSNa@HsCIg@BYAQCMGMMEQBG?YZo@G}AIIWIe@[IY?WSAOEMOI?UFYLAPYXa@JUCWDk@Ti@FIHWFm@Lq@Fc@PI?WGQ@G@CBm@HUNWBk@?eBNyAHuDd@aCNWDMLOFWP[LI@a@EMDyAl@_DxB]HSJ?FDPI^GFQFA@BXE\Ul@GFK?WKYC]Ak@PYBCAGMc@@YIQBc@RENEZCd@BXLRF@d@Ed@LHEN?j@`@fAf@V@j@g@NEJUBoAF]V_@\y@AEIEm@KIY?AH?DCFSN]BQf@SNKL?DKz@e@RDJNFD`@BbBRR?JCRO\c@v@s@z@c@|A]`Di@JEbAu@RIpAMpACROj@EL@PNCR@PNbAAZBOQoBBMNOXIb@CN@RCJ@d@OLAbASd@ENGh@ITMTAJCRQXGNQB@@NHRF@BFD@LNNHBLGj@Fj@CLBNCZNf@JP\RRDx@BdA?fBCNE\YDKGw@F]CSFWDa@GU?SKi@HQAYDUE]?SFWEQ?ULW?GCYKe@@c@EO?MQU@EKGHORI?CA?CIQMKESCoABMAIGQFS?UD]Ca@FQ?II?k@Eq@Js@AYEc@HoAAYDeACoAD_BGoADOAM@a@EYBQCKDGG[BU@m@Cq@Oi@w@wAEEE[_@i@GW@MZOTS\Kf@]`@K|@_@b@GDEBEQk@o@qAWq@UeAGMOM_@u@EMBMCG_@q@_B_CYw@@CHCNQJCRQf@ILMDA\C|@B^CHD,00:02:46,150,49.8
2025-10-29|Scott|Yoga|75,2025-10-29,2025-10-29,Yoga,0,00:00:00,75,0,1,,much needed stretching. ang sakit ng doms. ,Scott,00:47:26,Yoga,,,98,0
2025-10-30|Chona|Yoga|90,2025-10-30,2025-10-30,Yoga,0,00:00:00,90,0,0,,,Chona,00:30:21,Yoga,,,116,0
2025-10-30|Lead|Run|158,2025-10-30,2025-10-30,Run,5.02,00:07:29,158,163,0,,,Lead,00:37:36,Run,gpyGu|oxRXcAHO@MTm@b@eBL]HGR?v@Nh@Nh@TxBh@FH?Hg@|BPX@N_@nASb@Yx@ER?TZh@v@dAd@h@JJLDXCxAiAJCxA}@n@Uv@k@f@U\[JU@w@Gm@?k@I{@GuADo@Ae@Gs@CMKMg@c@QG_@E]AYFg@Ni@RYHe@RWPKJ]nBYjAUn@Kd@INOr@{@dC?n@Xf@TZr@v@NVPPL@PEPIv@k@\S\Ud@Sv@g@^UD?x@m@RGPOJMDOB[GwA?o@MqA?q@EaAA}@CMO[_@]aASa@Bo@Rq@Xc@Le@XOPUfAGLK@[GABK?o@KoBi@y@Yi@IKGEK?GLk@Vg@Rs@Ze@PMnAe@ZGVMZG~@_@^Q~CaA`Bw@vA_@PIFGHADBv@YNKNGTBJDJJN\T|@Vl@H\PZNl@Xn@NNf@lB\l@JVLh@Rf@@HAHCAEIk@q@EIESBERLHL\l@JVHHDH@XXz@^`BNTFb@,00:04:44,171,8
2025-10-30|Lead|Walk|129,2025-10-30,2025-10-30,Walk,1,00:12:39,129,106,0,,,Lead,00:12:42,Walk,guxGwuoxROMIS@@BGk@Zg@f@gBx@e@VIJe@NMH[JKPQLMFSBWAUCYMMQGSq@s@Qa@_@e@?e@Hm@Ds@FSVc@HI@DBUJS,00:08:49,148,1
2025-10-30|Scott|Rest|0,2025-10-30,2025-10-30,Rest,,,0,,0,,Rest day thursday. Mag pakalbo dapat si chona neto eh. ,Scott,00:00:00,Rest,,0,0,0
2025-10-30|Scott|Yoga|68,2025-10-30,2025-10-30,Yoga,0,00:00:00,68,0,1,,,Scott,00:31:14,Yoga,,,87,0
2025-10-31|Lead|Run|145,2025-10-31,2025-10-31,Run,7.04,00:07:30,145,162,0,,,Lead,00:52:52,Run,ouyG{zoxRBSAGQUMs@q@_BG_@OWOc@KMO[Su@Ua@u@wB[q@EOA[KKEYMIOYGYMSs@mBIi@UYcAoCK[AM@[HMrAs@JQbAg@LAXQh@k@VKTMRWj@a@VWh@_ARUHEJSTCFYf@s@f@{@v@gA`BmCJWf@q@^[J_@Dc@La@VQRCTJb@f@xBnBh@j@x@n@BBBNPXl@f@tAvB^p@j@rAPRRd@JLLZFV\~@Nd@H^@TLf@Zd@lA`DBPAZFDFJH\RMVKH@LHB?JQ\MRKfA]PO^KLGZIpAi@f@OLG^Gl@WHAPBVVRPZf@Ph@H`@AXEJ]^QLw@`@q@XSVATDPDHX^DN?TMVV^NZp@lBXh@\hA^x@Ph@`@lB^nANPp@^TFn@AJFPl@Nv@Dn@BdAATIZMNKEDj@N^@r@JZCLBd@Ap@JjAATG^Yn@WX[bAYXO`@Ad@Jh@ClA?b@KrADfAFVLPNJ\N`@@j@GLBr@CT?jACj@GNDTLDJBPAZ@`@J|@?\RjBRdAA`@MJWDm@OcAG]GWGc@Cy@UM@e@GgACW?u@JO@c@MKGADGFADg@NKBOEI?ML[P[TiA~@QPUSG@EF?FHN?H_@hAOVUj@UzC_@v@ONEf@ERUh@s@~@UHa@\WH[DQ?OCUM_@_@{@s@i@m@i@qAkAcBIW]s@_@i@BGDADGM_@U]QFKG_@i@E[MKKEGKESJG@GMYUUAMEEK[KQQOKBCASQu@uAs@_AqAmBK[_@a@q@oAUo@[gAIq@?MDKMO?BMg@LWOWQq@M[a@mB,00:03:06,160,20
2025-10-31|Scott|Rest|0,2025-10-31,2025-10-31,Rest,,,0,,0,,nauwe sa restday friday. daming beses nag dalawang isip kasi alanganin yung lsd bukas.,Scott,00:00:00,Rest,,0,0,0
2025-11-01|Aiza|Run|138,2025-11-01,2025-11-01,Run,29.1,00:07:24,138,0,0,,,Aiza,03:35:47,Run,}cyFqc{xRvBwDJk@gKuFw@G_JkHoH}AiBoAo@{@@oB\wBn@oBp@qAx@qFpA_CJw@@aC`@y@~@_Aj@wCjB_Cb@eCdDqFnEkGpBeA|BUv@aBOo@cAgAqHwKWAkClAu@xAyErE}EhE_F~CuLlGmQlGyItBsCb@gAgAqAUx@T`@QBaC_@_D`Da@m@ESq@XkDUgD{@wDFmDOeE|AwCfFqFPu@IaAKQoC]aD{A_AkAi@gBBs@n@eAFo@IuFFo@QqCAiLD}Cd@mIQ}HJ_HSITDLoKOwA@{DYy@q@sFiA}OaAcF?kDWsBeAkDHi@_@eAGsEM]_@Ui@oBc@u@KuAcAkEa@iDyAkC]gDSs@MkCk@qCF_Aq@}EiBeE{@sEm@CWQ_B_Ho@s@UcAs@JI\?]]K_ABaAr@GS@c@`@_A]}BXaBjB}@B{@oA}BR_@u@}@o@gBDw@QQe@}Dw@mCe@mEmA{EFq@KqA]@KQOBj@Na@CSc@O}B@aFYoBw@kBCiDiBiIOgEe@gCa@wEUs@CmAs@sE}AoAd@aDUeAEoAWu@wAaBm@sAm@uEc@e@}@yCaA}DaAcFeAuC}@aG?aAkHqWFHILaAV@QCTRF[E^KfKx_@V`@Lt@r@z@jApGdCtHd@r@^xDZ`AIZgCXq@v@g@bDZjEj@rA~ExDb@v@JlB^|@VdCIj@FVz@t@lALl@d@V|Eh@fAbApEJbEIz@uA|@?V]KJXv@IkB?IL|AOnAn@h@p@Fl@Q`BPdDv@H`CzJj@|Er@jBnA`Ij@xA|BvEFb@O~@PdA`A|A|AhETzAjAbCV`Ct@xDpBrEt@vF?~Af@hBNxCv@jElAjCd@rDzA`Ij@jAbAzDFdElAxDTxAh@dAG|CNpBh@hCh@lJAn@]r@HON@NR`@nETb@XfBb@bGKpHq@`KRjGe@pMLrFG~EPrIGlCN^pAVbBlAnAvAl@rAn@nE?|@Qt@iFfFmAdDJpKt@rDRzBa@rCP`Ah@BPZITkBTMNCxAd@rDR\h@FlH_BfJkCbLeEtH{Dp@o@nH}E~EgEvC_Dz@uAbCsAr@LvItMl@dBDt@e@DMHMb@eBHoDtAsGjJcAlBi@fCsA~AEnBaBtAm@|A?`D[v@cApAcAhGm@`BAt@Sr@HhAM\?t@bKdGjAXpGtFbBp@nJtFF^aBvDw@fA[fA,00:03:59,153,469
2025-11-01|Chona|Run|163,2025-11-01,2025-11-01,Run,28.54,00:08:28,163,159,0,,,Chona,04:02:03,Run,k`yF{j{xRuJkFq@OkBiBiDyB{CwAcG_B_Au@s@sARsCWeANQXBXk@H}@h@iAn@oE~AcD?cCJw@b@}@pAuAZmCvAqAXw@HaAXq@vGmKfAsAd@c@vAc@r@Fx@YbAeBEQF[Ua@y@c@qHcL[EcAr@cAV_A`ByDbEwIvG{HtEyFrCqK`EkNtDyDp@WIUo@_@sBBgAM}Aj@e@@Sz@B^GDKa@@U}@BkAZk@@cAQwBu@gDCwFQ{Cr@oA\qAlFcFTyACYOe@gCWmCgAwA{Aq@sBFy@j@w@Ha@U{[l@aNM}KO[LkCIINKB[X_II_BM[Ja@EiCSe@OqAYa@]sEc@Gb@Ck@}KkAyGKwD_@kCgA{CG_FiBoGkAgFy@eGmAqBYmAKcB_@kDq@_DBmAO_Bc@eCgBsE}@kEIcBgB_EOaAcAuBWkAy@wAWoAT}@Mo@cA_Cg@q@{@wBoAwHo@sBa@qEo@uCsAwD_@cDCiF]qCm@kAAeCSiBwAgGSkEm@cDo@mKe@kAMu@_BwAf@uCW}A?u@y@gBgAgAe@yBYuCq@u@gAuCOeAoBwGc@_C@c@u@cA[M`@g@k@oDAmAmEyOs@gA]sCIKo@TnApFTZtDbNNVn@JjAjHr@bBVjB~BjJv@|Bf@h@z@nFEh@kBPy@l@e@lASvBXlD`@xAbCrBL`AhAvAd@nAr@r@Nj@NlBEh@cBtBCz@lEnFdA?l@h@Nd@f@vBA~@XrAyAjBPBx@|@Nf@C`@r@f@R`@@t@StAVjACtAFF\IJL~C~KXnC~@xD|@rGv@pBj@r@j@pBBhBXpCt@`CTrAx@|AbAlDP|Av@x@`ApDhBrEPhAKt@@`Ch@fDbAlDp@pEjAbBp@nFbEhPB~CJj@rAvDZfCBzCpAfHd@dJCVSb@VLH^|@zHb@dHGjF_@`HLXKbAR|Im@vNX|ZEb@q@dAAj@d@~AlAzAzBdAxCd@V\Dl@Er@Sj@_FxEmA|CLnLz@xDJdB[tB?pAJTj@FL\eDf@f@vCDxBQz@h@DrNkD~FeB|IoDdD_BpKkGzJaI~BiCt@oAjCyAj@HbItL~ARHrAq@Oa@tAm@f@u@CmCv@eFfHoCrEa@fAG~@gBrCIvAoBzCQtCQx@Wr@}@nA_A~Fe@v@At@UdAAnA_@^G~Ab@|@xAvA~ARrHlCbG`FbA\|JpFJPIb@}@tB,00:03:51,184,42
2025-11-01|Fraulein|Run|168,2025-11-01,2025-11-01,Run,21.18,00:11:54,168,145,0,,,Fraulein,04:12:05,Run,ofyFu~zxRzDaIXu@}IaFm@[m@Kk@s@qAiAiCeBgE_Bo@_@eDq@mB{AE[MUDa@Ik@NaB^y@\aBf@gANo@l@eEr@_Ab@qABYIo@ZiBb@_A`@Yl@}@HaBXo@\Ql@y@h@iCdB_D~ByCpAgCp@y@pBkA~AGZIZU\{@Go@c@{@eIyL]O_An@oAb@iAjBuAlAm@`AcDrCoJrGgHzDy@VkDbByHpC{JnCmFbAc@WEWYSKaB@OLEASSaACi@FSpBYDGCUg@GOKQc@?}@Fg@Rc@DyA_@mCe@cBIoCDsBOgDtAaDtB}Bt@o@b@SXu@Hw@Cm@ISMI{Ca@gB{@o@k@c@m@Wg@WeA?w@l@aAFyAScNCcL@y@TcBToFM{LVgEE{@XuCEg@DyB[}Fy@{FMoC]@OKH?D]RIBMg@mJa@cCi@mCCmBWqC[{AkAyDEc@FkBqBiHc@qCaAcEQqBQ}@}@gAW{@u@aFGaBq@gDD}@OaB_@uB}@sBE[g@iA_@kC]_AGu@kAcCG}@_@_ACq@gAwBKw@Um@o@u@Q{@@i@Li@Gk@q@oAE[p@~AEHGnA`@|Df@dA\fBh@x@r@rBh@tBH~@HP\PHP^nBzAlDx@`CFv@Gl@CdCLfAR`@VdB~@~CDr@ZjBZt@~@dAz@dGf@vACj@TnA\pAV`@|@bDN|@C~BFl@DClAzDh@dE?nANvAl@fCT~A`@lJDf@ENo@@CHb@MT@JzAv@|F`@hHEdGi@hJNfHA~Bc@tIB|NFf@CzAD^JjHKr@i@r@Gp@TlA~@vAbAv@hAf@zCd@ZXHT@n@Mx@KPaF`FOl@y@pB@rGFjCb@~Ad@rD?f@[vACp@Lz@j@HL\EHqANg@Pp@tGTZVF`GoAhEmAGFBFVQ`@CpAq@rFkB|EsBlImExIyFfFiEn@y@xAwAh@cAZ]dAc@v@m@TG\LhIbM\VCLL~@OFGd@[^qBd@IPeAP[Nw@tAm@l@uC`EcChEQpA]nAU^k@^Sd@InAmB~BOv@OJKZLfBIp@kAdBGR}@vF_@r@K~@e@~@M~@@ZMVANH|@HFAJZr@~ArA`Cb@zCpAlCrAzCpB`B|AXArBnAf@NDL^VjE|BLRu@pBc@z@BZWj@@VsBjC_@bB,00:03:39,189,33.5
2025-11-01|Scott|Run|150,2025-11-01,2025-11-01,LSD Road,32.03,00:06:49,150,170,7,Peppa Pig,"Heat Training. Perfect simulation of raceday pressure. Jacket till km 18, pero grabe talaga init. Elapse time ko ata here is 4:11 daming hinto for vendo at 711 then mbs. grabe talga yung init. pero happy with this run.",Scott,03:38:49,Run,ayxFsxzxRi@IW]w@YiCHuAYg@Fq@[n@aA`@yBDqAb@}At@cAz@e@a@u@_I}DgBi@qHaGsGwBgABeBmBg@gBf@eDZ]@i@lAeFPuBtAkCSeCLu@zBoBVaCZm@nAaA`@eAHqAh@kAdIyLp@k@pDu@d@[^i@b@{BiBSsH_Lu@E}BhAiApB_HpGcL~H}JfFkK~DgO|DsBTm@}@UcFrBuAcAc@BuBXsA]cDo@mCIuKlAaDzEaFZaBS{@g@WZmA]OQaBc@aAoAmAqDsBPaDYiKEwKd@aKOoKp@_KB{GYcEs@wFW@SuCe@Dh@UL]g@kJuA_HMkE_@sBkAkDUyEmDeNcAaHqAiCs@iEQwCe@aBGy@Js@g@gDwB_G{@aFEaBcBcDOkAoA}BsAcDUoATw@Gi@mAmCw@eA]gA}@oGcAwDa@eEoCuJk@}L}@sCG}CaBeI_@sF{BMu@i@Ka@OuDk@kAIoBg@y@sE{C_@s@a@wBEsCPgB^}@l@g@hBUNSu@uFm@{@_@mBqBcGIiAk@uC}@{B}@_GCiAqKq_@Y}BDaBeAwDXkCKaBeByFoBaEk@oC_FqOs@cFgBoDmAgF|@hEhBfEp@~DhAa@y@`@Cn@lGbThCpFrAjED`BWbCx@rDI`GdAjGVB^|BvI~Zf@n@r@pBpArGbCzHd@t@r@fGgCh@w@nA[vDVxCh@zA|EzDb@r@HlBb@|@ZjCM|@hA|@lBX`@j@HrDnAfF^jDElC_@f@y@VXp@pAt@\f@Q`CRhAAvAv@H`@tBbAfCtAfJp@fCn@dFx@lC~@nAjAtCKlALpAnCjGZlB`BzCHrAdAlF`B`Et@fFCtAn@tBLfDl@zD|AxD^dDx@hCEt@xC~JHbEdBlFh@nJv@dF^vHYb@d@l@RzCt@pEZzFGbGc@dEE|DVzIe@fKGlGXdUl@f@bAR`DvCr@lBh@bECx@[z@qEnE}AfDVjMj@`BVhCa@tDLv@z@NBV{Bb@j@hHt@XvMyCbLyDzHeD|HuEvF_EpEaEhEiFbCwAj@HlIbM@pCb@By@fAsA@i@j@gCv@aCvCeE|G_AnDyA~AQpBoCfCM~@JjCuApCa@zC_A`D[vBDvCNnCH@?YjBlJi@fHbBrDi@}FzAmIu@~CP_@WuAnCq@j@BfG_RoBhHuBpDQpAlJ|GvBj@nHhE^f@aDdF_AbDi@t@LG]NcBo@,00:01:13,175,56.7
2025-11-02|Chona|Yoga|0,2025-11-02,2025-11-02,Yoga,0,00:00:00,0,0,0,,,Chona,00:52:02,Yoga,,,,0
2025-11-02|Scott|Yoga|71,2025-11-02,2025-11-02,Yoga,0,00:00:00,71,0,1,,,Scott,00:55:38,Yoga,,,114,0
2025-11-03|Aiza|Run|121,2025-11-03,2025-11-03,Run,9.04,00:06:50,121,0,0,,,Aiza,01:01:45,Run,wunGihwxRo@Xi@N[ROAg@SxAXzGpB~@Pd@Rl@Jh@N`DfANJ@NHoAGKqF_BYWoAyA_@eAI[AS@GRIZGL@HJ^v@X^f@f@j@`@r@\tBp@^HLAJIBGj@gEDo@VwAViBJQ\G[NIJKx@gApHKv@GRMFmAUuAi@q@]q@c@OOs@mAQa@UwCGYGKYGW@[CUBSHS@w@SeA?WKKMGL\NH^LLxAf@LBREJM^oAJOFCD@RLHJJABKOk@I{@Mi@?MDm@EGiA[m@KI@ILG\ANBz@EJC@Cw@?[b@yATk@Re@LQLYl@_AJYXa@PUnAkAnAs@|BiAfAq@h@SRAJDJJXd@pCvDHBJ?z@SH@r@r@DJATGL[Xo@N{@n@{AbA}CbBcEfCmAf@uAXAHFn@XhARrBX`A\r@TZZVr@^z@XrCx@x@XVB\ATHp@LVA^\XH^CBAJ[TeAVi@\e@Tc@BUNi@p@w@JIRAt@PVRFJ?FEN[ZMt@O^Al@OjA@p@F^ALOVGBMAq@SYWc@M}@e@GGKo@Oa@AU@Sx@eBNi@T]t@qAF[GSe@W_@[SKMQ][GKmAi@YWu@_@c@YWGG@m@ZoA^aDp@wCz@UDGAQkAO{BHS@a@Ha@To@Be@DUHMNQXQXIz@Kb@KPCL@h@VHJDLCHm@XCHBD\RTDLAZIL?\`@NFNG|AcAjC_Bf@UNCF@_@^y@b@yA~@wAbA[\m@TkBlAiB`Am@PaB\EDCD?Np@nELd@Rd@R\\`@t@n@x@\lBf@ZN?NQfAIJI@GAw@YaAQqBq@MIg@q@{@{@]gAEc@BKFEZKTCJHXr@Xd@`@b@p@f@f@Xn@TlBh@LCBIAEUI,00:04:00,142,116.6
2025-11-03|Lead|Run|149,2025-11-03,2025-11-03,Run,6.69,00:07:34,149,160,0,,,Lead,00:50:39,Run,suyGe{oxRBMAGOSi@aBQWG[Uu@i@iAYw@[o@Mc@IOSo@_@{@CK@QKOCWWWqAkDOq@MQKSe@yAIKIUMc@BSEKHMZU~@a@PUTI`@YPAVQh@m@b@OX[LGHKLG`@]Xc@P_@RWFAFSDCRCFUp@aA\s@r@{@jAmBX_@`@{@n@k@Vm@@_@FYJKRGFOT@@A?EW[Rs@T?BDBLDF`A|@LPd@b@fAfAvArAt@~@PNzA|BTTR\t@zACVJRHFJR~@bCHd@HTJj@Rv@\bARTDL^nAFLFDGZBOHIJ@~@]TOZK^GjAq@^KFBp@GnAo@XIXUFA\GT@LAR@NO|@QVKl@g@f@KVAb@BZAl@BrAXZNd@XB?B@`@`@d@PZTVFZNXXl@\dAfAd@Tn@h@PHXFh@?OAHCTAp@FRARR@p@OLCHFRLtCA~@DbCIT?LFd@Al@?xACh@CNKpDMrAUrAW|@APKn@Of@Ml@EHMHMBIA@?Xf@CRCJURER_@xAg@lAk@z@Qx@u@hBWhAc@dCGh@Cp@CHMNq@Jc@BWFQ?KDiDL[CQIOQM[Cc@AcACe@EQCu@?[HmANc@b@w@JYp@{@Xe@HUDY?[GkABm@Ek@@[CUEMAWHWAIAD@@K?gAIiBJaA@gEROGk@BAYCUUIqLfACA@?_@ZEJw@d@gAx@qA|@UF_@h@WLiAZ_@XEJONs@f@aAf@STq@`@SDWLSVWNoA`@K?MAQOEGI[G[Oa@Qy@,00:04:10,174,12
2025-11-03|Scott|Run|115,2025-11-03,2025-11-03,Cooldown,1.01,00:06:30,115,169,1,Peppa Pig,cooldown walk / run,Scott,00:06:36,Run,muvGolnxRNXYd@G`@BNKf@Ln@?^BJ@|@F\?DKJBv@DRVVFB\C|@Bp@Lj@FnCb@n@DfAX~@LZH`@H^A\FFFEBDBOGIRCTEJAVCF@`@ITA|@^BXHX\JBR@DE?GGBGABABOb@EP@hA@RBDFD@HADCAo@BAE`@GN@B,00:02:52,128,5
2025-11-03|Scott|Run|138,2025-11-03,2025-11-03,Tempo Run,9.04,00:05:41,138,177,7,Peppa Pig,"Tempo mondays, okay naman siguro. Ang tagal ulit pataasing ng HR eh, ang tagal mg register sa relo. Pero okay na siguro yan as tempo, maintained 5:00-5:30 pace. 2k warmup 7k tempo",Scott,00:51:30,Run,yvuGwrmxRJ[BQ?OE@?w@GKe@O[Sc@E[KYCGEs@Gw@UMIm@CDG?EDCFLXP`@@RH`ANb@LX@z@N^LIIe@Oi@M{@K{AUy@QUMUGi@EoA[q@GS?KGSBaAOAKCAIBAE?IHU?ICEI?GIGCF?BDt@Tr@LNFhALlAXfALJDTArATzAHxANj@GZSDKB[BORYF]b@cABYFSZq@Le@DILc@Ri@No@HOHg@Ro@H_@Z_ADSXg@PgANi@~@_BPa@b@uAZq@LQVe@`@}AZo@No@Ra@Fe@\[@g@DONSBo@DGVUDGCe@N_@CS_@q@s@o@SU_@Sq@]cAcAKQc@Wa@_@QIc@]gB_BWOe@i@mAw@k@i@c@SK?MDeAjAOXYt@?JDHFB|C`@r@Tt@l@\z@@RRz@Bz@A^EZBbAGdBBTAdARlA?d@En@Bz@Pz@RRHNBNCb@@HDFNBLGFOAk@BOHKDCF@FF@NIz@@LGAT@JARKPONCNBLNBHCLITATDDHEn@}@Re@Lg@l@mAHWFa@T]Hm@RWDu@VYBo@b@c@@KCU?GNY@KAIe@q@mA_A[OYUe@i@]Ue@m@QMQIWWcAo@e@a@k@k@s@e@QUSSc@WOOc@WSUOMSMOASLc@f@a@p@Qf@ERDLFFLBfBTr@Pb@PXR^`@Xh@Rv@DVAPDhAEPAf@@j@FhAAz@L`CD^A`@?j@CXFhADHJDFDDJ?VEd@@HDFFBH?JIBG?q@BSFILAHJ@N?LG^APd@FRWRIR@PL@LAJKXEPDLD?NY`@g@HSn@oB\o@Pu@R[Fa@T[Fq@Ta@Fs@FGPMHOGc@JWG[O[OUo@_@_@a@YO_Aw@SMY]OWQMUIYUa@Uo@i@y@y@u@g@a@c@yA_AWa@GG]OEAQF]\s@~@KTKh@FPNDlBR^Ff@Nn@b@LN`@p@XjAB^?bAEZ?j@HnADxCJjBAnAFpCAt@Id@YhAMVY\UPkAz@]Pq@b@EJ@Bk@t@?Hd@r@JRLPJTE~@CT]`AIJQ\Kf@IHKBABa@dAO@e@Te@BW?y@K_@A]IeBGSGWQUYAMEi@Bi@@s@G_@UwC]cDGMCCEOKG[?qAf@i@JkAh@cAp@eAb@YTKNEd@@N,00:03:19,178,65.8
2025-11-03|Scott|Yoga|64,2025-11-03,2025-11-03,Yoga,0,00:00:00,64,0,1,,,Scott,00:48:23,Yoga,,,93,0
2025-11-04|Chona|Yoga|68,2025-11-04,2025-11-04,Yoga,0,00:00:00,68,0,0,,,Chona,00:57:28,Yoga,,00:00:00,92,0
